id,sentence1,sentence2,label,sentence1_clean,sentence2_clean
290352,"Two additional rail budget services , introduced in 2012 , were only promised in July 2013 .",Two additional services promised in 2012 Railway Budget were introduced only in July 2013 .,0,two additional rail budget service introduced 2012 promised july 2013,two additional service promised 2012 railway budget introduced july 2013
392117,"It was directed by John Riggi , and written by Josh Siegal and Dylan Morgan .",It was written by Josh Siegal and Dylan Morgan and led by John Riggi .,0,directed john riggi written josh siegal dylan morgan,written josh siegal dylan morgan led john riggi
564596,"She was born in Indiana , Pennsylvania to Ilse Hilliard and the late Harold Hilliard of Homer City . She was married to Scott Robertson .","She was born in Homer City , Ilse Hilliard and the late Harold Hilliard of Indiana , Pennsylvania , and was married to Scott Robertson .",0,born indiana pennsylvania ilse hilliard late harold hilliard homer city married scott robertson,born homer city ilse hilliard late harold hilliard indiana pennsylvania married scott robertson
371693,The episode was written by Ken Keeler and was directed by Susie Dietter .,The episode was directed by Susie Dietter and written by Ken Keeler .,0,episode written ken keeler directed susie dietter,episode directed susie dietter written ken keeler
428298,"Teynham is a hamlet on the Swale District , in the English county of Kent , near the village of Teynham Street .","Teynham is a hamlet in the Swale District , in the English county of Kent . It is near the village of Teynham Street .",1,teynham hamlet swale district english county kent near village teynham street,teynham hamlet swale district english county kent near village teynham street
362328,"The lowest measured temperature was on 15 September 2006 , while the highest was 7 February 1993 .","The lowest recorded temperature was on September 15 , 2006 , while the highest was on February 7 , 1993 .",1,lowest measured temperature 15 september 2006 highest 7 february 1993,lowest recorded temperature september 15 2006 highest february 7 1993
313822,"All names are the same , with the exception of Lannie , Salome and Santi , which replaced the names Labuyo , Yasmin and Yolanda after they were retired .","All of the names are the same except for Lannie , Salome and Santi , which replaced the names Labuyo , Yasmin and Yolanda after they were retired .",1,name exception lannie salome santi replaced name labuyo yasmin yolanda retired,name except lannie salome santi replaced name labuyo yasmin yolanda retired
253554,Bush ran with Indiana Senator Dan Quayle while Dukakis ran with Texas Senator Lloyd Bentsen .,Bush was ran with Texas Senator Lloyd Bentsen while Dukakis ran with Indiana Senator Dan Quayle .,0,bush ran indiana senator dan quayle dukakis ran texas senator lloyd bentsen,bush ran texas senator lloyd bentsen dukakis ran indiana senator dan quayle
54793,Freeman conducted Broadway concerts for Michael Feinstein in 1967 and 1968 and provided arrangements for three of Marlene Dietrich 's Broadway outings .,"In 1967 and 1968 , Broad Freeman Broadway conducted concerts for Michael Feinstein and carried out arrangements for three of Marlene Dietrich 's Broadway - Outings .",1,freeman conducted broadway concert michael feinstein 1967 1968 provided arrangement three marlene dietrich broadway outing,1967 1968 broad freeman broadway conducted concert michael feinstein carried arrangement three marlene dietrich broadway outing
355152,"Its current president is First Lady Laura Vargas . The National Director is Angélica Rivera , the wife of Interior Minister Miguel Osorio Chong .","Its current president is First Lady Angélica Rivera , the national director is Laura Vargas , the wife of Interior Minister Miguel Osorio Chong .",0,current president first lady laura vargas national director anglica rivera wife interior minister miguel osorio chong,current president first lady anglica rivera national director laura vargas wife interior minister miguel osorio chong
297707,"Yadh Ben Achour ( also Iyadh Ben Achour , born 1 June 1945 ) is a Tunisian lawyer , expert on public law and Islamic political theory .","Iyadh Ben Achour ( also Yadh Ben Achour , born June 1 , 1945 ) is a public lawyer , expert on Tunisian law and Islamic political theory .",0,yadh ben achour also iyadh ben achour born 1 june 1945 tunisian lawyer expert public law islamic political theory,iyadh ben achour also yadh ben achour born june 1 1945 public lawyer expert tunisian law islamic political theory
55363,The music and drills performed by the band represent a corps - style of marching and contain both traditional and contemporary musical styles .,The music and drills performed by the band represent a corps style of marching and include both traditional and contemporary musical styles .,1,music drill performed band represent corp style marching contain traditional contemporary musical style,music drill performed band represent corp style marching include traditional contemporary musical style
634772,"In 1852 , Thomas Vickers joined the company and William Yates left the company in 1862 .","In 1852 , William Yates left the company and Thomas Vickers joined in 1862 .",0,1852 thomas vickers joined company william yates left company 1862,1852 william yates left company thomas vickers joined 1862
33545,He had three children with his first wife who had apparently died by 1852 when Buckley then married Mrs. Ann R. Nibbs .,"He had three children with his first wife , who apparently died in 1852 , when Ann R. Nibbs then married Mrs. Buckley .",0,three child first wife apparently died 1852 buckley married mr ann r nibbs,three child first wife apparently died 1852 ann r nibbs married mr buckley
90883,"Hall Hall Basin is located in Nares Strait , with its entrance between Cape Baird on the east coast of Ellesmere Island and Cape Morton on the northwest coast of Greenland .",Hall Basin is located in Nares Strait with its entrance between Cape Baird on the eastern coast of Ellesmere Island and Cape Morton on the northwestern coast of Greenland .,1,hall hall basin located naris strait entrance cape baird east coast ellesmere island cape morton northwest coast greenland,hall basin located naris strait entrance cape baird eastern coast ellesmere island cape morton northwestern coast greenland
577548,"Prince Philip taught at the Gordonstoun School in 1938 , where Spencer was one of his students .",In 1938 Prince Philip taught at Gordonstoun School where Spencer was one of his pupils .,1,prince philip taught gordonstoun school 1938 spencer one student,1938 prince philip taught gordonstoun school spencer one pupil
83077,"North Central Expressway is a class B skyscraper located on the eastern edge of the Main Street District of central Dallas , Texas ( USA ) .","100 USA is a mid-rise Class B skyscraper located on the eastern edge of the Main Street District of downtown Dallas , Texas ( North Central Expressway ) .",0,north central expressway class b skyscraper located eastern edge main street district central dallas texas usa,100 usa midrise class b skyscraper located eastern edge main street district downtown dallas texas north central expressway
587608,The AFBCP became one of the original national associations that joined this Far Eastern Regional Bible ( founding movement ) .,The AFBCP became one of the original national associations that joined this Far Eastern Regional Bible Fundamental ( ist ) movement .,1,afbcp became one original national association joined far eastern regional bible founding movement,afbcp became one original national association joined far eastern regional bible fundamental ist movement
612789,"He appeared at music festivals in Salzburg , Aix-en-Provence , Schwetzingen and Glyndebourne .","He appeared at music festivals in Schwetzingen , Aix-Provence , Salzburg and Glyndebourne .",0,appeared music festival salzburg aixenprovence schwetzingen glyndebourne,appeared music festival schwetzingen aixprovence salzburg glyndebourne
65728,"Nandita is married to Mukundan ( Siddique ) , a businessman in the Gulf region , who has a daughter .","Siddique is married to Mukundan ( Nandita ) , a businessman in the Gulf , and has a daughter .",0,nandita married mukundan siddique businessman gulf region daughter,siddique married mukundan nandita businessman gulf daughter
507746,The 1991 -- 92 USISL American was an indoor soccer season run by the United States Interregional Soccer League during the winter of 1991 to 1992 .,The 1991 -- 92 USISL Indoor was an American football season run by the United States Interregional Soccer League in the winter of 1991 to 1992 .,0,1991 92 usisl american indoor soccer season run united state interregional soccer league winter 1991 1992,1991 92 usisl indoor american football season run united state interregional soccer league winter 1991 1992
607333,"When Mimi learned that Claire knew he was and never told him Shawn 's father , he declared that her marriage was over and he left .","When Shawn learned that Mimi knew he was Claire 's father and never told him , he declared their marriage was over and left .",0,mimi learned claire knew never told shawn father declared marriage left,shawn learned mimi knew claire father never told declared marriage left
537770,She attended the Berklee College of Music shortly and later received her B.A .,She later attended the Berklee College of Music and briefly received her B.A .,0,attended berklee college music shortly later received ba,later attended berklee college music briefly received ba
160093,"In 2000 , Austrian became a member of Lauda Air and acquired the Star Alliance .","In 2000 , Austrian became a member of Lauda Air and acquired Star Alliance .",1,2000 austrian became member lauda air acquired star alliance,2000 austrian became member lauda air acquired star alliance
108382,Abbott is unsuccessful in the raid of his team against Jane 's attic in the CBI .,Abbott is unsuccessful in his team 's raid of Jane 's attic in the CBI .,1,abbott unsuccessful raid team jane attic cbi,abbott unsuccessful team raid jane attic cbi
39575,"Rau was abolished by the Carolina Panthers on May 22 , 2013 , and was signed by the Panthers on August 24 , 2013 .","Rau was signed by the Carolina Panthers on May 22 , 2013 . On August 24 , 2013 , he was waived by the Panthers .",0,rau abolished carolina panther may 22 2013 signed panther august 24 2013,rau signed carolina panther may 22 2013 august 24 2013 waived panther
376389,"The French writer , intellectual , existentialist , political activist and social theorist Simone de Beauvoir is a prominent feminist figure .","Simone de Beauvoir , a French writer , intellectual , existentialist philosopher , social activist and political theorist , is a prominent feminist figure .",0,french writer intellectual existentialist political activist social theorist simone de beauvoir prominent feminist figure,simone de beauvoir french writer intellectual existentialist philosopher social activist political theorist prominent feminist figure
613618,In June the regiment fought at Taytay on 3rd and Antipolo on the 4th .,"In June , the regiment fought at Antipolo on the 3rd and Taytay on the 4th .",0,june regiment fought taytay 3rd antipolo 4th,june regiment fought antipolo 3rd taytay 4th
122180,"He was born in Lichfield , Connecticut , United States and died in London , England , United Kingdom .","Born in London , England , United Kingdom , he died in Lichfield , Connecticut , United States .",0,born lichfield connecticut united state died london england united kingdom,born london england united kingdom died lichfield connecticut united state
373163,He then resumed the waterglass technique ( infusing the surface with sodium silicate ) and discovered the commission .,Then he resumed the aquaglass technique ( infusing the surface with sodium silicate ) and discovered the commission .,1,resumed waterglass technique infusing surface sodium silicate discovered commission,resumed aquaglass technique infusing surface sodium silicate discovered commission
48105,The famous names in Oggu katha artists are Chukka Sattaiah made oggu katha popular worldwide .,The famous names in Oggu Katha artists are made Chukka Sattaiah Oggu Katha world-wide popular .,1,famous name oggu katha artist chukka sattaiah made oggu katha popular worldwide,famous name oggu katha artist made chukka sattaiah oggu katha worldwide popular
416143,A whole number of several units are used to describe such intervals in that standard .,A number of such units are used to describe several intervals in that standard .,0,whole number several unit used describe interval standard,number unit used describe several interval standard
352293,The mountain lies between the Val da Pigniu ( East ) and the Val da Siat ( West ) .,The mountain lies between the Val da Pigniu ( east ) and Val da Siat ( west ) .,1,mountain lie val da pigniu east val da siat west,mountain lie val da pigniu east val da siat west
250096,"Panfilo Lacson was nominated by Enrile , 14 Senators supported the nomination and five abstained from voting .",Panfilo Lacson was nominated by Enrile ; 14 senators supported the nomination and five abstained .,1,panfilo lacson nominated enrile 14 senator supported nomination five abstained voting,panfilo lacson nominated enrile 14 senator supported nomination five abstained
294722,Davie County 's southern border is with South Liberty Township and the eastern border is with the Yadkin River .,The southern border of the South Liberty Township is with Davie County and the eastern border is with the Yadkin River .,0,davie county southern border south liberty township eastern border yadkin river,southern border south liberty township davie county eastern border yadkin river
559925,"For example , to print a white character 'A ' with black background , the `` BIOS Color Attribute `` would be set to the hexadecimal value 0x0F .","To print a black character ' apos ; A ' with a white background , the `` BIOS - color attribute `` , for example , would be set to the hexadecimal value 0x0F .",0,example print white character black background bios color attribute would set hexadecimal value 0x0f,print black character apos white background bios color attribute example would set hexadecimal value 0x0f
163962,"The first was increased interest in and study of contemporary music , the second included a part of the birth of traditional folk music .","The first included an increased interest and a study of traditional music , the second was part of the birth of contemporary folk music .",0,first increased interest study contemporary music second included part birth traditional folk music,first included increased interest study traditional music second part birth contemporary folk music
105703,It is now available live in more than 200 countries and can be streamed live online .,It is now seen live in more than 200 countries and can be streamed live online .,1,available live 200 country streamed live online,seen live 200 country streamed live online
64508,Higiri - Station is an unattended station with a single lateral platform and a wooden station building .,Higiri Station is an unattended station with a wooden side platform and a single station building .,0,higiri station unattended station single lateral platform wooden station building,higiri station unattended station wooden side platform single station building
156451,Tamarisk was bred in County Limerick by the Ireland based Mount Coote Stud .,Tamarisk was bred in the county of Limerick by the Mount Coote stud based in Ireland .,1,tamarisk bred county limerick ireland based mount coote stud,tamarisk bred county limerick mount coote stud based ireland
375451,This song was arranged by the composer as an accompanied part-song for SATB .,This song was accompanied by the composer as an arranged singer for SATB .,0,song arranged composer accompanied partsong satb,song accompanied composer arranged singer satb
393493,"Over the years , the ensemble has collaborated with many popular artists and producers including Steve Barakatt , Jean-Jacques Goldman and David Foster .","Over the years , the ensemble has worked with many popular artists and producers , including Steve Barakatt , Jean-Jacques Goldman and David Foster .",1,year ensemble collaborated many popular artist producer including steve barakatt jeanjacques goldman david foster,year ensemble worked many popular artist producer including steve barakatt jeanjacques goldman david foster
136952,"Of the 20,247 people registered on electoral lists , 11,895 people voted and 11,453 voters spoke .","Of the 20,247 registered on electoral lists , 11,895 people spoke and 11,453 voters voted .",0,20247 people registered electoral list 11895 people voted 11453 voter spoke,20247 registered electoral list 11895 people spoke 11453 voter voted
473883,"Tourists can travel from Tezpur , Assam on the road to Tawang and Tezpur has direct flights from Kolkata .","Tourists can travel to Tawang from Tezpur , Assam by road and Tezpur has direct flights from Kolkata .",1,tourist travel tezpur assam road tawang tezpur direct flight kolkata,tourist travel tawang tezpur assam road tezpur direct flight kolkata
582119,"Adapted by Helene Chadwick from one of his story , the film was directed by Rupert Hughes with T. Roy Barnes and Sidney Olcott in the leading roles .","Adapted by Rupert Hughes from one of his stories , the film was staged by Sidney Olcott with T. Roy Barnes and Helene Chadwick in the leading roles .",0,adapted helene chadwick one story film directed rupert hughes roy barnes sidney olcott leading role,adapted rupert hughes one story film staged sidney olcott roy barnes helene chadwick leading role
283814,"Hwedza ( or Wedza ) is a district in the province of Mashonaland East , Zimbabwe .",Hwedza ( or Wedza ) is a district in the province Mashonaland East of Zimbabwe .,1,hwedza wedza district province mashonaland east zimbabwe,hwedza wedza district province mashonaland east zimbabwe
576155,"In 1945 , Australia opened its first diplomatic mission in Canberra , Brazil opened its first diplomatic representation in Rio de Janeiro next year .",Australia opened up its first diplomatic mission in Canberra in 1945 . Brazil opened its first in Rio de Janeiro the next year .,1,1945 australia opened first diplomatic mission canberra brazil opened first diplomatic representation rio de janeiro next year,australia opened first diplomatic mission canberra 1945 brazil opened first rio de janeiro next year
211503,"The Oakland Athletics , St. Louis Cardinals and Tampa Bay Rays also wore number 42 , which increased the total to nine teams .","The Oakland Athletics , St. Louis Cardinals and Tampa Bay Rays also wore number 42 , increasing the total to nine teams .",1,oakland athletics st louis cardinal tampa bay ray also wore number 42 increased total nine team,oakland athletics st louis cardinal tampa bay ray also wore number 42 increasing total nine team
372655,One consists of low-lying terraces that often flood and the other has high terraces that rarely flood .,One consists of high-lying terraces that flood often and the other has low terraces that seldom flood .,0,one consists lowlying terrace often flood high terrace rarely flood,one consists highlying terrace flood often low terrace seldom flood
339285,"There are several shops , restaurants , church of St. Michael with cemetery and many buildings in baroque style .","There are many shops , restaurants , St. Michael church with cemetery and several baroque buildings .",0,several shop restaurant church st michael cemetery many building baroque style,many shop restaurant st michael church cemetery several baroque building
458552,Cottage Grove lies south of the confluence of the Row River and the Coast Fork of the Willamette River .,Cottage Grove is situated to the south of the confluence of the Row River and the Coast Fork of Willamette River .,1,cottage grove lie south confluence row river coast fork willamette river,cottage grove situated south confluence row river coast fork willamette river
517684,He played for FC Alania Vladikavkaz in the 2012 -- 13 Russian Cup game against FC Tyumen on 27 September 2012 .,He played for the FC Tyumen in 2012 -- 13 Russian Cup game against FC Alania Vladikavkaz on 27 September 2012 .,0,played fc alania vladikavkaz 2012 13 russian cup game fc tyumen 27 september 2012,played fc tyumen 2012 13 russian cup game fc alania vladikavkaz 27 september 2012
556466,"It was built by developer Justin Matthews as part of his Edgemont development , and was designed by his company architect , Frank Carmean .",It was built by the developer Frank Carmean as part of his Edgemont development and was designed by his company architect Justin Matthews .,0,built developer justin matthew part edgemont development designed company architect frank carmean,built developer frank carmean part edgemont development designed company architect justin matthew
406699,Hebron can be described as a foothills between the Green Mountains of Vermont and the Taconic and Adirondack Mountains of New York .,"Hebron can be described as the foothills between the Green Mountains of Vermont , and the Taconic and Adirondack Mountains of New York .",1,hebron described foothill green mountain vermont taconic adirondack mountain new york,hebron described foothill green mountain vermont taconic adirondack mountain new york
68127,The M-E appeared in the 1972 -- 1976 Toyota Corona Mark II LG sedan and hardtop as sold in Japan . It was not sold outside Japan .,"The M-E appeared in the 1972 -- 1976 Toyota Corona Mark II LG limousine and hardtop as sold in Japan , was not sold outside of Japan .",1,appeared 1972 1976 toyota corona mark ii lg sedan hardtop sold japan sold outside japan,appeared 1972 1976 toyota corona mark ii lg limousine hardtop sold japan sold outside japan
555246,The position was abandoned when Jean Charest succeeded Bernard Landry as Premier .,The position was discontinued when Bernard Landry succeeded Jean Charest as premier .,0,position abandoned jean charest succeeded bernard landry premier,position discontinued bernard landry succeeded jean charest premier
111257,Margaret lived to see three grandchildren of Guglielmo and Eleanor .,"Eleanor lived to see three grandchildren , those of Guglielmo and Margaret .",0,margaret lived see three grandchild guglielmo eleanor,eleanor lived see three grandchild guglielmo margaret
149891,"iTech Preparatory ( iTech Prep ) is a public school operated in Vancouver , Clark County , Washington , USA by Vancouver Public Schools .","Vancouver Public Schools ( iTech Prep ) is a public school located in Vancouver , Clark County , Washington , USA operated by Vancouver iTech Preparatory .",0,itech preparatory itech prep public school operated vancouver clark county washington usa vancouver public school,vancouver public school itech prep public school located vancouver clark county washington usa operated vancouver itech preparatory
224401,"Rebecca Abe `` alias `` Stephanie Fey ( born 1967 , in Starnberg ) is a German writer and illustrator .",Stephanie Fey `` alias `` Rebecca Abe ( * 1967 in Starnberg ) is a German writer and illustrator .,0,rebecca abe alias stephanie fey born 1967 starnberg german writer illustrator,stephanie fey alias rebecca abe 1967 starnberg german writer illustrator
109106,"There are various standards for different types of food , such as dairy products , for example .","There are different standards for various types of food , such as dairy products .",1,various standard different type food dairy product example,different standard various type food dairy product
410156,The first `` Red Dragon `` mission was announced as a technology demonstrator and no payload was planned .,The first `` Red Dragon `` mission was announced as a technology demonstrator and no payload was intended .,1,first red dragon mission announced technology demonstrator payload planned,first red dragon mission announced technology demonstrator payload intended
19774,Brewery conditioned Stones is brewed with a blend of hops from America ( Columbus and Zeus ) and Europe ( Magnum and Admiral ) .,Brewery conditioned Stones is brewed with a mix of hops from America ( Columbus and Zeus ) and Europe ( Magnum and Admiral ) .,1,brewery conditioned stone brewed blend hop america columbus zeus europe magnum admiral,brewery conditioned stone brewed mix hop america columbus zeus europe magnum admiral
630117,"Hollywood Hot Tubs is a 1984 comedy staged by Paul Gunning , Chuck Vincent and Donna McDaniel , Michael Andrew and Jewel Shepard .","Hollywood Hot Tubs is a 1984 comedy film starring Paul Gunning , Chuck Vincent and directed by Donna McDaniel , Michael Andrew and Jewel Shepard .",1,hollywood hot tub 1984 comedy staged paul gunning chuck vincent donna mcdaniel michael andrew jewel shepard,hollywood hot tub 1984 comedy film starring paul gunning chuck vincent directed donna mcdaniel michael andrew jewel shepard
331381,The division sailed in the Mediterranean and traveled to Tunis for a diplomatic mission before returning to Toulon on 29 December .,The division sailed in the Mediterranean and cruised for a diplomatic mission to Tunis before returning to Toulon on 29 December .,1,division sailed mediterranean traveled tunis diplomatic mission returning toulon 29 december,division sailed mediterranean cruised diplomatic mission tunis returning toulon 29 december
256237,"It was opposed by the ARSK 39th Banija Corps , headquartered in Glina and commanded by Major General Slobodan Tarbuk .","It was commanded by the ARSK 39th Banija Corps , based in Glina and general major Slobodan Tarbuk opposed .",1,opposed arsk 39th banija corp headquartered glina commanded major general slobodan tarbuk,commanded arsk 39th banija corp based glina general major slobodan tarbuk opposed
465480,"Vaughan Post Office was first opened on March 15 , 1859 and opened in 1922 and closed in 1947 and closed in 1968 .",Vaughan Post Office first opened on 15 March 1859 and closed in 1922 . It opened again in 1947 and closed in 1968 .,0,vaughan post office first opened march 15 1859 opened 1922 closed 1947 closed 1968,vaughan post office first opened 15 march 1859 closed 1922 opened 1947 closed 1968
594229,"President Trovoada 's term of office ended on 3 September 2001 , when Fradique de Menezes was sworn in as the new Head of State .",President Fradique de Menezes 's term ended on 3 September 2001 when Trovoada was sworn in as the new head of state .,0,president trovoada term office ended 3 september 2001 fradique de menezes sworn new head state,president fradique de menezes term ended 3 september 2001 trovoada sworn new head state
319034,"In 2003 , Stevens started all 16 games and played 2 at 6 receptions for 72 yards .","In 2003 , Stevens played all 16 games and started 2 , with 6 receptions for 72 yards .",0,2003 stevens started 16 game played 2 6 reception 72 yard,2003 stevens played 16 game started 2 6 reception 72 yard
221646,Rana Kumbha was killed in a murder by his son Udaysimha ( Udai Singh I ) .,"In a patricide , Rana Kumbha was killed by his son Udaysimha ( Udai Singh I ) .",1,rana kumbha killed murder son udaysimha udai singh,patricide rana kumbha killed son udaysimha udai singh
359834,He was born in 1881 the son of Elizabeth H M Drummond ( 1851-1921 ) ( son of Thomas Drummond ) and James Ramsay Drummond .,He was born in 1881 as the son of Elizabeth H M Drummond ( 1851-1921 ) ( son of Thomas Drummond ) and James Ramsay Drummond .,1,born 1881 son elizabeth h drummond 18511921 son thomas drummond james ramsay drummond,born 1881 son elizabeth h drummond 18511921 son thomas drummond james ramsay drummond
487777,"According to Elliot Smith , the sound of Lullaby The Storm stands between Scott and Jacks Mannequin .",The sound of Lullaby The Storm stands between Scott and Jack 's Mannequin according to Elliot Smith .,1,according elliot smith sound lullaby storm stand scott jack mannequin,sound lullaby storm stand scott jack mannequin according elliot smith
318763,"Cape May is a city located on the southernmost tip of the Cape May Peninsula in Cape May County , New Jersey , where Delaware Bay meets the Atlantic Ocean .","Cape May is a city at the southern tip of Cape May Peninsula in Cape May County , New Jersey , where the Atlantic Ocean meets the Delaware Bay .",0,cape may city located southernmost tip cape may peninsula cape may county new jersey delaware bay meet atlantic ocean,cape may city southern tip cape may peninsula cape may county new jersey atlantic ocean meet delaware bay
209463,"In 2009 election , Biju Janata Dal candidate Samir Ranjan Dash defeated Indian National Congress candidate Satyabrata Patra by a margin of 39,154 votes .","In 2009 election , Biju Janata defeated Dal candidate Samir Ranjan Dash Indian National Congress candidates Satyabrata Patra with a margin of 39,154 votes .",1,2009 election biju janata dal candidate samir ranjan dash defeated indian national congress candidate satyabrata patra margin 39154 vote,2009 election biju janata defeated dal candidate samir ranjan dash indian national congress candidate satyabrata patra margin 39154 vote
561334,"Suad Al Husseini Al Juffali died in 1994 and was survived by his wife , Juffali , three sons and a daughter .","In 1994 , Juffali died and was survived by his wife Suad Al Husseini Al Juffali , three sons and one daughter .",0,suad al husseini al juffali died 1994 survived wife juffali three son daughter,1994 juffali died survived wife suad al husseini al juffali three son one daughter
437644,Summon 's offices are located in the SoMa neighborhood of San Francisco .,Summon 's offices are in the San Francisco neighborhood of SoMa .,0,summon office located soma neighborhood san francisco,summon office san francisco neighborhood soma
636135,"Born in Thetford Mines , McIver grew up in Sherbrooke .",McIver was born in Thetford Mines and grew up in Sherbrooke .,1,born thetford mine mciver grew sherbrooke,mciver born thetford mine grew sherbrooke
430081,They voted for Azerbaijan with the help of Belarusian SIM cards and then received Lithuanian cards to do the same .,They voted for Azerbaijan with the help of the Lithuanian SIM cards and then received Belarusian cards to do the same .,0,voted azerbaijan help belarusian sim card received lithuanian card,voted azerbaijan help lithuanian sim card received belarusian card
887,"Clark Gable was the chief test pilot for the Grumman military aircraft company during the 1930s , and Jimmy Collins portrayed him in the movie version of his book .","Jimmy Collins was the chief - test pilot for the Grumman military aircraft company during the 1930s , and Clark Gable portrayed him in the film version of his book .",0,clark gable chief test pilot grumman military aircraft company 1930s jimmy collins portrayed movie version book,jimmy collins chief test pilot grumman military aircraft company 1930s clark gable portrayed film version book
179897,"Abraham is the author of `` Festival and Lenten Lectures in St. George 's Chapel , Windsor , `` 1848-9 ( Parker ) , and other works .","Abraham Abraham is the author of `` Festival and Fasten Lectures in St. George 's ; the Chapel , Windsor `` , 1848-9 ( Parker ) , and other works .",1,abraham author festival lenten lecture st george chapel windsor 18489 parker work,abraham abraham author festival fasten lecture st george chapel windsor 18489 parker work
77797,"If they win , they go again and play the next person .",If they win they go on again and play the next person .,1,win go play next person,win go play next person
558864,"Baxter was born in Chippewa Falls , Wisconsin and died in Portland , Oregon .","Baxter was born in Wisconsin , Chippewa Falls , and died in Portland , Oregon .",1,baxter born chippewa fall wisconsin died portland oregon,baxter born wisconsin chippewa fall died portland oregon
213704,"They are by nature monophonic , although some are multi-timbral , which means that they can control several different sounds , but only one note play on each of these sounds .","They are multi-timbral by nature , although some are monophonic , meaning that they can control several different sounds but only play one note on each of those sounds .",0,nature monophonic although multitimbral mean control several different sound one note play sound,multitimbral nature although monophonic meaning control several different sound play one note sound
177906,"According to the 2000 census , 17.5 % of Irish , 9.8 % Slovak , 9.8 % were German , 6.7 % Italian and 5.0 % of English .","17.5 % were of Italian , 9.8 % German , 9.8 % Irish , 6.7 % Slovak and 5.0 % English ancestry according to Census 2000 .",0,according 2000 census 175 irish 98 slovak 98 german 67 italian 50 english,175 italian 98 german 98 irish 67 slovak 50 english ancestry according census 2000
16252,"The NHL re-established the Southeast Division as the league dissolved into two conferences , each with two divisions .",The NHL realigned the Southeast Division as the league dissolved into two conferences with two divisions each .,1,nhl reestablished southeast division league dissolved two conference two division,nhl realigned southeast division league dissolved two conference two division
336370,"The lance was , however , permanently stained with the good blood of pure dragons .","The lance however , was permanently stained with the good blood of the pure dragons .",1,lance however permanently stained good blood pure dragon,lance however permanently stained good blood pure dragon
427397,The 8th Dalmatian Division of the 9th Corps was deployed to the south between Livno and Bosansko Grahovo .,The 9th Dalmatian Division of the 8th Corps was used to the south between Livno and Bosansko Grahovo .,0,8th dalmatian division 9th corp deployed south livno bosansko grahovo,9th dalmatian division 8th corp used south livno bosansko grahovo
354934,"Nathaniel Fillmore again moved the family , and Fillmore accompanied his father west to East Aurora , in Erie County , near Buffalo .","Nathaniel Fillmore moved the family again , and Fillmore accompanied his father westwards to East Aurora , in Erie County , near Buffalo .",1,nathaniel fillmore moved family fillmore accompanied father west east aurora erie county near buffalo,nathaniel fillmore moved family fillmore accompanied father westward east aurora erie county near buffalo
407897,"The Prince Hall Freemasons - Temple in South - Los Angeles area of Los Angeles , California is a historic club building connected with Prince Hall Freemasonry .","The Prince Hall Masonic Temple in Los Angeles , California area of South Los Angeles is a historic club building associated with Prince Hall Freemasonry .",0,prince hall freemason temple south los angeles area los angeles california historic club building connected prince hall freemasonry,prince hall masonic temple los angeles california area south los angeles historic club building associated prince hall freemasonry
142557,"Adam commented on the battle , `` Erin , however , a very unique approach . `` Adam Levine clearly went with The Shields Brothers .","Adam Adam Levine commented on the battle , `` Erin , clearly , a very unique approach . `` Adam went with the Shields Brothers .",0,adam commented battle erin however unique approach adam levine clearly went shield brother,adam adam levine commented battle erin clearly unique approach adam went shield brother
376482,"`` Hyper `` praises the game for its `` massive exercise program , its accessibility , and its effective novelty - value `` .","`` Hyper `` commends the game for its `` massive exercise program , its accessibility and its effective novelty value `` .",1,hyper praise game massive exercise program accessibility effective novelty value,hyper commends game massive exercise program accessibility effective novelty value
239,"After Xiahou Xuan replaced Wei as the Central Protector of the Army , bribery became a common practice in the Jiang Ji government .","After Xiahou replaced Xuan Jiang Ji as the central protector of the army , bribery in the Wei government became a normal practice .",0,xiahou xuan replaced wei central protector army bribery became common practice jiang ji government,xiahou replaced xuan jiang ji central protector army bribery wei government became normal practice
172072,"On August 4 , Yumiko Hotta and Crazy Mary unsuccessfully challenged Aono and Kay for the WWWD World Tag Team Championship .","On August 4 , Yumiko Hotta and Crazy Mary Aono and Kay called for the WWWD World Tag Team Championship unsuccessfully .",1,august 4 yumiko hotta crazy mary unsuccessfully challenged aono kay wwwd world tag team championship,august 4 yumiko hotta crazy mary aono kay called wwwd world tag team championship unsuccessfully
477488,"Accessible from Alder Road , but essentially part of the Poole Retail Park area is the Tangerine Confectionery Factory Tangerine Confectionery , which manufactures sweets .",Accessed from Alder Road but essentially part of the Poole Retail Park area is the Tangerine Confectionery factory Tangerine Confectionery which manufactures sweets .,1,accessible alder road essentially part poole retail park area tangerine confectionery factory tangerine confectionery manufacture sweet,accessed alder road essentially part poole retail park area tangerine confectionery factory tangerine confectionery manufacture sweet
54487,"Most of the morphemes in each paradigm are prefixes , but several subjects are marked with a suffix and third objects by plural persons with an infix .","Most of the morphemes in each paradigm are prefixes , but plural subjects are marked with a suffix and plural-person third objects with an infix .",1,morpheme paradigm prefix several subject marked suffix third object plural person infix,morpheme paradigm prefix plural subject marked suffix pluralperson third object infix
